Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01011662,Leeds 040E,2,Household is deprived in one dimension,172
E01011662,Leeds 040E,3,Household is deprived in two dimensions,161
E01011662,Leeds 040E,4,Household is deprived in three dimensions,75
E01011662,Leeds 040E,5,Household is deprived in four dimensions,3
E01011663,Leeds 050A,-8,Does not apply,0
E01011663,Leeds 050A,1,Household is not deprived in any dimension,235
E01011663,Leeds 050A,2,Household is deprived in one dimension,201
E01011663,Leeds 050A,3,Household is deprived in two dimensions,96
E01011663,Leeds 050A,4,Household is deprived in three dimensions,53
E01011663,Leeds 050A,5,Household is deprived in four dimensions,4
E01011664,Leeds 050B,-8,Does not apply,0
E01011664,Leeds 050B,1,Household is not deprived in any dimension,207
E01011664,Leeds 050B,2,Household is deprived in one dimension,190
E01011664,Leeds 050B,3,Household is deprived in two dimensions,124
E01011664,Leeds 050B,4,Household is deprived in three dimensions,50
E01011664,Leeds 050B,5,Household is deprived in four dimensions,9
E01011665,Leeds 050C,-8,Does not apply,0
E01011665,Leeds 050C,1,Household is not deprived in any dimension,241
E01011665,Leeds 050C,2,Household is deprived in one dimension,202
E01011665,Leeds 050C,3,Household is deprived in two dimensions,141
E01011665,Leeds 050C,4,Household is deprived in three dimensions,58
E01011665,Leeds 050C,5,Household is deprived in four dimensions,4
E01011666,Leeds 061D,-8,Does not apply,0
E01011666,Leeds 061D,1,Household is not deprived in any dimension,331
E01011666,Leeds 061D,2,Household is deprived in one dimension,185
E01011666,Leeds 061D,3,Household is deprived in two dimensions,71
E01011666,Leeds 061D,4,Household is deprived in three dimensions,7
E01011666,Leeds 061D,5,Household is deprived in four dimensions,2
E01011667,Leeds 050D,-8,Does not apply,0
E01011667,Leeds 050D,1,Household is not deprived in any dimension,142
E01011667,Leeds 050D,2,Household is deprived in one dimension,190
E01011667,Leeds 050D,3,Household is deprived in two dimensions,141
E01011667,Leeds 050D,4,Household is deprived in three dimensions,69
E01011667,Leeds 050D,5,Household is deprived in four dimensions,1
E01011668,Leeds 110E,-8,Does not apply,0
E01011668,Leeds 110E,1,Household is not deprived in any dimension,278
E01011668,Leeds 110E,2,Household is deprived in one dimension,206
E01011668,Leeds 110E,3,Household is deprived in two dimensions,95
E01011668,Leeds 110E,4,Household is deprived in three dimensions,19
E01011668,Leeds 110E,5,Household is deprived in four dimensions,3
E01011669,Leeds 110F,-8,Does not apply,0
E01011669,Leeds 110F,1,Household is not deprived in any dimension,268
E01011669,Leeds 110F,2,Household is deprived in one dimension,174
E01011669,Leeds 110F,3,Household is deprived in two dimensions,74
E01011669,Leeds 110F,4,Household is deprived in three dimensions,8
E01011669,Leeds 110F,5,Household is deprived in four dimensions,0
E01011670,Leeds 055A,-8,Does not apply,0
E01011670,Leeds 055A,1,Household is not deprived in any dimension,261
E01011670,Leeds 055A,2,Household is deprived in one dimension,294
E01011670,Leeds 055A,3,Household is deprived in two dimensions,163
E01011670,Leeds 055A,4,Household is deprived in three dimensions,61
E01011670,Leeds 055A,5,Household is deprived in four dimensions,2
E01011671,Leeds 055B,-8,Does not apply,0
E01011671,Leeds 055B,1,Household is not deprived in any dimension,233
E01011671,Leeds 055B,2,Household is deprived in one dimension,221
E01011671,Leeds 055B,3,Household is deprived in two dimensions,134
E01011671,Leeds 055B,4,Household is deprived in three dimensions,53
E01011671,Leeds 055B,5,Household is deprived in four dimensions,0
E01011673,Leeds 064B,-8,Does not apply,0
E01011673,Leeds 064B,1,Household is not deprived in any dimension,256
E01011673,Leeds 064B,2,Household is deprived in one dimension,305
E01011673,Leeds 064B,3,Household is deprived in two dimensions,165
E01011673,Leeds 064B,4,Household is deprived in three dimensions,53
E01011673,Leeds 064B,5,Household is deprived in four dimensions,6
E01011677,Leeds 064D,-8,Does not apply,0
E01011677,Leeds 064D,1,Household is not deprived in any dimension,219
E01011677,Leeds 064D,2,Household is deprived in one dimension,277
E01011677,Leeds 064D,3,Household is deprived in two dimensions,176
E01011677,Leeds 064D,4,Household is deprived in three dimensions,98
E01011677,Leeds 064D,5,Household is deprived in four dimensions,11
E01011678,Leeds 063B,-8,Does not apply,0
E01011678,Leeds 063B,1,Household is not deprived in any dimension,392
E01011678,Leeds 063B,2,Household is deprived in one dimension,331
E01011678,Leeds 063B,3,Household is deprived in two dimensions,106
E01011678,Leeds 063B,4,Household is deprived in three dimensions,27
E01011678,Leeds 063B,5,Household is deprived in four dimensions,1
E01011681,Leeds 063D,-8,Does not apply,0
E01011681,Leeds 063D,1,Household is not deprived in any dimension,226
E01011681,Leeds 063D,2,Household is deprived in one dimension,233
E01011681,Leeds 063D,3,Household is deprived in two dimensions,132
E01011681,Leeds 063D,4,Household is deprived in three dimensions,48
E01011681,Leeds 063D,5,Household is deprived in four dimensions,5
E01011684,Leeds 019C,-8,Does not apply,0
E01011684,Leeds 019C,1,Household is not deprived in any dimension,348
E01011684,Leeds 019C,2,Household is deprived in one dimension,218
E01011684,Leeds 019C,3,Household is deprived in two dimensions,68
E01011684,Leeds 019C,4,Household is deprived in three dimensions,18
E01011684,Leeds 019C,5,Household is deprived in four dimensions,0
E01011685,Leeds 109A,-8,Does not apply,0
E01011685,Leeds 109A,1,Household is not deprived in any dimension,581
E01011685,Leeds 109A,2,Household is deprived in one dimension,217
E01011685,Leeds 109A,3,Household is deprived in two dimensions,43
E01011685,Leeds 109A,4,Household is deprived in three dimensions,8
E01011685,Leeds 109A,5,Household is deprived in four dimensions,1
E01011686,Leeds 033E,-8,Does not apply,0
E01011686,Leeds 033E,1,Household is not deprived in any dimension,273
E01011686,Leeds 033E,2,Household is deprived in one dimension,269
E01011686,Leeds 033E,3,Household is deprived in two dimensions,178
E01011686,Leeds 033E,4,Household is deprived in three dimensions,77
E01011686,Leeds 033E,5,Household is deprived in four dimensions,7
E01011687,Leeds 109B,-8,Does not apply,0
E01011687,Leeds 109B,1,Household is not deprived in any dimension,359
E01011687,Leeds 109B,2,Household is deprived in one dimension,164
E01011687,Leeds 109B,3,Household is deprived in two dimensions,50
E01011687,Leeds 109B,4,Household is deprived in three dimensions,14
E01011687,Leeds 109B,5,Household is deprived in four dimensions,1
E01011688,Leeds 031B,-8,Does not apply,0
E01011688,Leeds 031B,1,Household is not deprived in any dimension,359
E01011688,Leeds 031B,2,Household is deprived in one dimension,168
E01011688,Leeds 031B,3,Household is deprived in two dimensions,66
E01011688,Leeds 031B,4,Household is deprived in three dimensions,16
E01011688,Leeds 031B,5,Household is deprived in four dimensions,0
E01011689,Leeds 031C,-8,Does not apply,0
E01011689,Leeds 031C,1,Household is not deprived in any dimension,438
E01011689,Leeds 031C,2,Household is deprived in one dimension,266
E01011689,Leeds 031C,3,Household is deprived in two dimensions,78
E01011689,Leeds 031C,4,Household is deprived in three dimensions,21
E01011689,Leeds 031C,5,Household is deprived in four dimensions,0
E01011690,Leeds 109C,-8,Does not apply,0
E01011690,Leeds 109C,1,Household is not deprived in any dimension,374
E01011690,Leeds 109C,2,Household is deprived in one dimension,220
E01011690,Leeds 109C,3,Household is deprived in two dimensions,67
E01011690,Leeds 109C,4,Household is deprived in three dimensions,3
E01011690,Leeds 109C,5,Household is deprived in four dimensions,0
E01011691,Leeds 031D,-8,Does not apply,0
E01011691,Leeds 031D,1,Household is not deprived in any dimension,316
E01011691,Leeds 031D,2,Household is deprived in one dimension,193
E01011691,Leeds 031D,3,Household is deprived in two dimensions,141
E01011691,Leeds 031D,4,Household is deprived in three dimensions,39
E01011691,Leeds 031D,5,Household is deprived in four dimensions,0
E01011692,Leeds 109D,-8,Does not apply,0
E01011692,Leeds 109D,1,Household is not deprived in any dimension,438
E01011692,Leeds 109D,2,Household is deprived in one dimension,219
E01011692,Leeds 109D,3,Household is deprived in two dimensions,54
E01011692,Leeds 109D,4,Household is deprived in three dimensions,8
E01011692,Leeds 109D,5,Household is deprived in four dimensions,0
E01011693,Leeds 109E,-8,Does not apply,0
E01011693,Leeds 109E,1,Household is not deprived in any dimension,475
E01011693,Leeds 109E,2,Household is deprived in one dimension,210
E01011693,Leeds 109E,3,Household is deprived in two dimensions,57
E01011693,Leeds 109E,4,Household is deprived in three dimensions,15
E01011693,Leeds 109E,5,Household is deprived in four dimensions,4
E01011694,Leeds 109F,-8,Does not apply,0
E01011694,Leeds 109F,1,Household is not deprived in any dimension,454
E01011694,Leeds 109F,2,Household is deprived in one dimension,205
E01011694,Leeds 109F,3,Household is deprived in two dimensions,56
E01011694,Leeds 109F,4,Household is deprived in three dimensions,15
E01011694,Leeds 109F,5,Household is deprived in four dimensions,1
E01011695,Leeds 019D,-8,Does not apply,0
E01011695,Leeds 019D,1,Household is not deprived in any dimension,216
E01011695,Leeds 019D,2,Household is deprived in one dimension,273
E01011695,Leeds 019D,3,Household is deprived in two dimensions,172
E01011695,Leeds 019D,4,Household is deprived in three dimensions,59
E01011695,Leeds 019D,5,Household is deprived in four dimensions,6
E01011696,Leeds 006B,-8,Does not apply,0
E01011696,Leeds 006B,1,Household is not deprived in any dimension,403
E01011696,Leeds 006B,2,Household is deprived in one dimension,199
E01011696,Leeds 006B,3,Household is deprived in two dimensions,49
E01011696,Leeds 006B,4,Household is deprived in three dimensions,6
E01011696,Leeds 006B,5,Household is deprived in four dimensions,1
E01011697,Leeds 002A,-8,Does not apply,0
E01011697,Leeds 002A,1,Household is not deprived in any dimension,407
E01011697,Leeds 002A,2,Household is deprived in one dimension,189
E01011697,Leeds 002A,3,Household is deprived in two dimensions,69
E01011697,Leeds 002A,4,Household is deprived in three dimensions,22
E01011697,Leeds 002A,5,Household is deprived in four dimensions,1
E01011698,Leeds 001A,-8,Does not apply,0
E01011698,Leeds 001A,1,Household is not deprived in any dimension,353
E01011698,Leeds 001A,2,Household is deprived in one dimension,209
E01011698,Leeds 001A,3,Household is deprived in two dimensions,61
E01011698,Leeds 001A,4,Household is deprived in three dimensions,9
E01011698,Leeds 001A,5,Household is deprived in four dimensions,0
E01011699,Leeds 001B,-8,Does not apply,0
E01011699,Leeds 001B,1,Household is not deprived in any dimension,361
E01011699,Leeds 001B,2,Household is deprived in one dimension,173
E01011699,Leeds 001B,3,Household is deprived in two dimensions,40
E01011699,Leeds 001B,4,Household is deprived in three dimensions,1
E01011699,Leeds 001B,5,Household is deprived in four dimensions,0
E01011700,Leeds 002B,-8,Does not apply,0
E01011700,Leeds 002B,1,Household is not deprived in any dimension,317
E01011700,Leeds 002B,2,Household is deprived in one dimension,206
E01011700,Leeds 002B,3,Household is deprived in two dimensions,60
E01011700,Leeds 002B,4,Household is deprived in three dimensions,19
E01011700,Leeds 002B,5,Household is deprived in four dimensions,0
E01011701,Leeds 001C,-8,Does not apply,0
E01011701,Leeds 001C,1,Household is not deprived in any dimension,357
E01011701,Leeds 001C,2,Household is deprived in one dimension,178
E01011701,Leeds 001C,3,Household is deprived in two dimensions,49
E01011701,Leeds 001C,4,Household is deprived in three dimensions,12
E01011701,Leeds 001C,5,Household is deprived in four dimensions,0
E01011702,Leeds 001D,-8,Does not apply,0
E01011702,Leeds 001D,1,Household is not deprived in any dimension,459
E01011702,Leeds 001D,2,Household is deprived in one dimension,167
E01011702,Leeds 001D,3,Household is deprived in two dimensions,33
E01011702,Leeds 001D,4,Household is deprived in three dimensions,4
E01011702,Leeds 001D,5,Household is deprived in four dimensions,1
E01011703,Leeds 001E,-8,Does not apply,0
E01011703,Leeds 001E,1,Household is not deprived in any dimension,334
E01011703,Leeds 001E,2,Household is deprived in one dimension,191
E01011703,Leeds 001E,3,Household is deprived in two dimensions,37
E01011703,Leeds 001E,4,Household is deprived in three dimensions,3
E01011703,Leeds 001E,5,Household is deprived in four dimensions,0
E01011704,Leeds 002C,-8,Does not apply,0
E01011704,Leeds 002C,1,Household is not deprived in any dimension,578
E01011704,Leeds 002C,2,Household is deprived in one dimension,370
E01011704,Leeds 002C,3,Household is deprived in two dimensions,146
E01011704,Leeds 002C,4,Household is deprived in three dimensions,50
E01011704,Leeds 002C,5,Household is deprived in four dimensions,1
E01011705,Leeds 002D,-8,Does not apply,0
E01011705,Leeds 002D,1,Household is not deprived in any dimension,249
E01011705,Leeds 002D,2,Household is deprived in one dimension,241
E01011705,Leeds 002D,3,Household is deprived in two dimensions,109
E01011705,Leeds 002D,4,Household is deprived in three dimensions,37
E01011705,Leeds 002D,5,Household is deprived in four dimensions,3
E01011706,Leeds 006C,-8,Does not apply,0
E01011706,Leeds 006C,1,Household is not deprived in any dimension,433
E01011706,Leeds 006C,2,Household is deprived in one dimension,161
E01011706,Leeds 006C,3,Household is deprived in two dimensions,22
E01011706,Leeds 006C,4,Household is deprived in three dimensions,3
E01011706,Leeds 006C,5,Household is deprived in four dimensions,0
E01011707,Leeds 005A,-8,Does not apply,0
E01011707,Leeds 005A,1,Household is not deprived in any dimension,303
E01011707,Leeds 005A,2,Household is deprived in one dimension,206
E01011707,Leeds 005A,3,Household is deprived in two dimensions,73
E01011707,Leeds 005A,4,Household is deprived in three dimensions,13
E01011707,Leeds 005A,5,Household is deprived in four dimensions,0
E01011708,Leeds 006D,-8,Does not apply,0
E01011708,Leeds 006D,1,Household is not deprived in any dimension,387
E01011708,Leeds 006D,2,Household is deprived in one dimension,182
E01011708,Leeds 006D,3,Household is deprived in two dimensions,46
E01011708,Leeds 006D,4,Household is deprived in three dimensions,11
E01011708,Leeds 006D,5,Household is deprived in four dimensions,0
E01011709,Leeds 005B,-8,Does not apply,0
E01011709,Leeds 005B,1,Household is not deprived in any dimension,514
E01011709,Leeds 005B,2,Household is deprived in one dimension,241
E01011709,Leeds 005B,3,Household is deprived in two dimensions,76
E01011709,Leeds 005B,4,Household is deprived in three dimensions,14
E01011709,Leeds 005B,5,Household is deprived in four dimensions,0
E01011710,Leeds 005C,-8,Does not apply,0
E01011710,Leeds 005C,1,Household is not deprived in any dimension,381
E01011710,Leeds 005C,2,Household is deprived in one dimension,193
E01011710,Leeds 005C,3,Household is deprived in two dimensions,43
E01011710,Leeds 005C,4,Household is deprived in three dimensions,10
E01011710,Leeds 005C,5,Household is deprived in four dimensions,0
E01011711,Leeds 005D,-8,Does not apply,0
E01011711,Leeds 005D,1,Household is not deprived in any dimension,386
E01011711,Leeds 005D,2,Household is deprived in one dimension,198
E01011711,Leeds 005D,3,Household is deprived in two dimensions,60
E01011711,Leeds 005D,4,Household is deprived in three dimensions,12
E01011711,Leeds 005D,5,Household is deprived in four dimensions,3
E01011712,Leeds 005E,-8,Does not apply,0
E01011712,Leeds 005E,1,Household is not deprived in any dimension,353
E01011712,Leeds 005E,2,Household is deprived in one dimension,196
E01011712,Leeds 005E,3,Household is deprived in two dimensions,53
E01011712,Leeds 005E,4,Household is deprived in three dimensions,8
E01011712,Leeds 005E,5,Household is deprived in four dimensions,0
E01011713,Leeds 006E,-8,Does not apply,0
E01011713,Leeds 006E,1,Household is not deprived in any dimension,468
E01011713,Leeds 006E,2,Household is deprived in one dimension,202
E01011713,Leeds 006E,3,Household is deprived in two dimensions,35
E01011713,Leeds 006E,4,Household is deprived in three dimensions,2
E01011713,Leeds 006E,5,Household is deprived in four dimensions,1
E01011714,Leeds 029A,-8,Does not apply,0
E01011714,Leeds 029A,1,Household is not deprived in any dimension,429
E01011714,Leeds 029A,2,Household is deprived in one dimension,243
E01011714,Leeds 029A,3,Household is deprived in two dimensions,86
E01011714,Leeds 029A,4,Household is deprived in three dimensions,15
E01011714,Leeds 029A,5,Household is deprived in four dimensions,0
E01011715,Leeds 022C,-8,Does not apply,0
E01011715,Leeds 022C,1,Household is not deprived in any dimension,328
E01011715,Leeds 022C,2,Household is deprived in one dimension,195
E01011715,Leeds 022C,3,Household is deprived in two dimensions,52
E01011715,Leeds 022C,4,Household is deprived in three dimensions,6
E01011715,Leeds 022C,5,Household is deprived in four dimensions,0
E01011716,Leeds 029B,-8,Does not apply,0
E01011716,Leeds 029B,1,Household is not deprived in any dimension,366
E01011716,Leeds 029B,2,Household is deprived in one dimension,187
E01011716,Leeds 029B,3,Household is deprived in two dimensions,55
E01011716,Leeds 029B,4,Household is deprived in three dimensions,12
E01011716,Leeds 029B,5,Household is deprived in four dimensions,1
E01011717,Leeds 029C,-8,Does not apply,0
E01011717,Leeds 029C,1,Household is not deprived in any dimension,348
E01011717,Leeds 029C,2,Household is deprived in one dimension,215
E01011717,Leeds 029C,3,Household is deprived in two dimensions,121
E01011717,Leeds 029C,4,Household is deprived in three dimensions,41
E01011717,Leeds 029C,5,Household is deprived in four dimensions,0
E01011718,Leeds 029D,-8,Does not apply,0
E01011718,Leeds 029D,1,Household is not deprived in any dimension,394
E01011718,Leeds 029D,2,Household is deprived in one dimension,249
E01011718,Leeds 029D,3,Household is deprived in two dimensions,136
E01011718,Leeds 029D,4,Household is deprived in three dimensions,45
E01011718,Leeds 029D,5,Household is deprived in four dimensions,0
E01011719,Leeds 022D,-8,Does not apply,0
E01011719,Leeds 022D,1,Household is not deprived in any dimension,318
E01011719,Leeds 022D,2,Household is deprived in one dimension,225
E01011719,Leeds 022D,3,Household is deprived in two dimensions,81
E01011719,Leeds 022D,4,Household is deprived in three dimensions,7
E01011719,Leeds 022D,5,Household is deprived in four dimensions,1
E01011720,Leeds 029E,-8,Does not apply,0
E01011720,Leeds 029E,1,Household is not deprived in any dimension,238
E01011720,Leeds 029E,2,Household is deprived in one dimension,232
E01011720,Leeds 029E,3,Household is deprived in two dimensions,164
E01011720,Leeds 029E,4,Household is deprived in three dimensions,55
E01011720,Leeds 029E,5,Household is deprived in four dimensions,7
E01011721,Leeds 041A,-8,Does not apply,0
E01011721,Leeds 041A,1,Household is not deprived in any dimension,220
E01011721,Leeds 041A,2,Household is deprived in one dimension,214
E01011721,Leeds 041A,3,Household is deprived in two dimensions,136
E01011721,Leeds 041A,4,Household is deprived in three dimensions,46
E01011721,Leeds 041A,5,Household is deprived in four dimensions,3
E01011722,Leeds 041B,-8,Does not apply,0
E01011722,Leeds 041B,1,Household is not deprived in any dimension,382
E01011722,Leeds 041B,2,Household is deprived in one dimension,323
E01011722,Leeds 041B,3,Household is deprived in two dimensions,148
E01011722,Leeds 041B,4,Household is deprived in three dimensions,55
E01011722,Leeds 041B,5,Household is deprived in four dimensions,2
E01011723,Leeds 041C,-8,Does not apply,0
E01011723,Leeds 041C,1,Household is not deprived in any dimension,233
E01011723,Leeds 041C,2,Household is deprived in one dimension,246
E01011723,Leeds 041C,3,Household is deprived in two dimensions,173
E01011723,Leeds 041C,4,Household is deprived in three dimensions,57
E01011723,Leeds 041C,5,Household is deprived in four dimensions,3
E01011724,Leeds 041D,-8,Does not apply,0
E01011724,Leeds 041D,1,Household is not deprived in any dimension,296
E01011724,Leeds 041D,2,Household is deprived in one dimension,296
E01011724,Leeds 041D,3,Household is deprived in two dimensions,182
E01011724,Leeds 041D,4,Household is deprived in three dimensions,61
E01011724,Leeds 041D,5,Household is deprived in four dimensions,6
E01011725,Leeds 078A,-8,Does not apply,0
E01011725,Leeds 078A,1,Household is not deprived in any dimension,216
E01011725,Leeds 078A,2,Household is deprived in one dimension,223
E01011725,Leeds 078A,3,Household is deprived in two dimensions,147
E01011725,Leeds 078A,4,Household is deprived in three dimensions,88
E01011725,Leeds 078A,5,Household is deprived in four dimensions,3
E01011726,Leeds 080A,-8,Does not apply,0
E01011726,Leeds 080A,1,Household is not deprived in any dimension,234
E01011726,Leeds 080A,2,Household is deprived in one dimension,245
E01011726,Leeds 080A,3,Household is deprived in two dimensions,133
E01011726,Leeds 080A,4,Household is deprived in three dimensions,44
E01011726,Leeds 080A,5,Household is deprived in four dimensions,4
E01011727,Leeds 080B,-8,Does not apply,0
E01011727,Leeds 080B,1,Household is not deprived in any dimension,356
E01011727,Leeds 080B,2,Household is deprived in one dimension,225
E01011727,Leeds 080B,3,Household is deprived in two dimensions,69
E01011727,Leeds 080B,4,Household is deprived in three dimensions,26
E01011727,Leeds 080B,5,Household is deprived in four dimensions,2
E01011728,Leeds 080C,-8,Does not apply,0
E01011728,Leeds 080C,1,Household is not deprived in any dimension,312
E01011728,Leeds 080C,2,Household is deprived in one dimension,219
E01011728,Leeds 080C,3,Household is deprived in two dimensions,74
E01011728,Leeds 080C,4,Household is deprived in three dimensions,12
E01011728,Leeds 080C,5,Household is deprived in four dimensions,0
E01011729,Leeds 078B,-8,Does not apply,0
E01011729,Leeds 078B,1,Household is not deprived in any dimension,274
E01011729,Leeds 078B,2,Household is deprived in one dimension,286
E01011729,Leeds 078B,3,Household is deprived in two dimensions,159
E01011729,Leeds 078B,4,Household is deprived in three dimensions,75
E01011729,Leeds 078B,5,Household is deprived in four dimensions,6
E01011730,Leeds 078C,-8,Does not apply,0
E01011730,Leeds 078C,1,Household is not deprived in any dimension,265
E01011730,Leeds 078C,2,Household is deprived in one dimension,206
E01011730,Leeds 078C,3,Household is deprived in two dimensions,139
E01011730,Leeds 078C,4,Household is deprived in three dimensions,57
E01011730,Leeds 078C,5,Household is deprived in four dimensions,10
E01011731,Leeds 081B,-8,Does not apply,0
E01011731,Leeds 081B,1,Household is not deprived in any dimension,281
E01011731,Leeds 081B,2,Household is deprived in one dimension,229
E01011731,Leeds 081B,3,Household is deprived in two dimensions,75
E01011731,Leeds 081B,4,Household is deprived in three dimensions,12
E01011731,Leeds 081B,5,Household is deprived in four dimensions,1
E01011732,Leeds 081C,-8,Does not apply,0
E01011732,Leeds 081C,1,Household is not deprived in any dimension,423
E01011732,Leeds 081C,2,Household is deprived in one dimension,258
E01011732,Leeds 081C,3,Household is deprived in two dimensions,94
E01011732,Leeds 081C,4,Household is deprived in three dimensions,26
E01011732,Leeds 081C,5,Household is deprived in four dimensions,2
E01011733,Leeds 081D,-8,Does not apply,0
E01011733,Leeds 081D,1,Household is not deprived in any dimension,355
E01011733,Leeds 081D,2,Household is deprived in one dimension,252
E01011733,Leeds 081D,3,Household is deprived in two dimensions,103
E01011733,Leeds 081D,4,Household is deprived in three dimensions,16
E01011733,Leeds 081D,5,Household is deprived in four dimensions,1
E01011734,Leeds 083A,-8,Does not apply,0
E01011734,Leeds 083A,1,Household is not deprived in any dimension,724
E01011734,Leeds 083A,2,Household is deprived in one dimension,339
E01011734,Leeds 083A,3,Household is deprived in two dimensions,106
E01011734,Leeds 083A,4,Household is deprived in three dimensions,19
E01011734,Leeds 083A,5,Household is deprived in four dimensions,3
E01011735,Leeds 078D,-8,Does not apply,0
E01011735,Leeds 078D,1,Household is not deprived in any dimension,228
E01011735,Leeds 078D,2,Household is deprived in one dimension,241
E01011735,Leeds 078D,3,Household is deprived in two dimensions,180
E01011735,Leeds 078D,4,Household is deprived in three dimensions,55
E01011735,Leeds 078D,5,Household is deprived in four dimensions,5
E01011736,Leeds 083B,-8,Does not apply,0
E01011736,Leeds 083B,1,Household is not deprived in any dimension,315
E01011736,Leeds 083B,2,Household is deprived in one dimension,226
E01011736,Leeds 083B,3,Household is deprived in two dimensions,85
E01011736,Leeds 083B,4,Household is deprived in three dimensions,15
E01011736,Leeds 083B,5,Household is deprived in four dimensions,0
E01011737,Leeds 083C,-8,Does not apply,0
E01011737,Leeds 083C,1,Household is not deprived in any dimension,286
E01011737,Leeds 083C,2,Household is deprived in one dimension,265
E01011737,Leeds 083C,3,Household is deprived in two dimensions,167
E01011737,Leeds 083C,4,Household is deprived in three dimensions,45
E01011737,Leeds 083C,5,Household is deprived in four dimensions,2
E01011738,Leeds 083D,-8,Does not apply,0
E01011738,Leeds 083D,1,Household is not deprived in any dimension,356
E01011738,Leeds 083D,2,Household is deprived in one dimension,200
E01011738,Leeds 083D,3,Household is deprived in two dimensions,70
E01011738,Leeds 083D,4,Household is deprived in three dimensions,25
E01011738,Leeds 083D,5,Household is deprived in four dimensions,0
E01011739,Leeds 080D,-8,Does not apply,0
E01011739,Leeds 080D,1,Household is not deprived in any dimension,220
E01011739,Leeds 080D,2,Household is deprived in one dimension,268
E01011739,Leeds 080D,3,Household is deprived in two dimensions,165
E01011739,Leeds 080D,4,Household is deprived in three dimensions,83
E01011739,Leeds 080D,5,Household is deprived in four dimensions,3
E01032487,Leeds 097F,-8,Does not apply,0
E01032487,Leeds 097F,1,Household is not deprived in any dimension,173
E01032487,Leeds 097F,2,Household is deprived in one dimension,159
E01032487,Leeds 097F,3,Household is deprived in two dimensions,91
E01032487,Leeds 097F,4,Household is deprived in three dimensions,30
E01032487,Leeds 097F,5,Household is deprived in four dimensions,2
E01032488,Leeds 097G,-8,Does not apply,0
E01032488,Leeds 097G,1,Household is not deprived in any dimension,439
E01032488,Leeds 097G,2,Household is deprived in one dimension,229
E01032488,Leeds 097G,3,Household is deprived in two dimensions,66
E01032488,Leeds 097G,4,Household is deprived in three dimensions,24
E01032488,Leeds 097G,5,Household is deprived in four dimensions,0
E01032489,Leeds 102F,-8,Does not apply,0
E01032489,Leeds 102F,1,Household is not deprived in any dimension,556
E01032489,Leeds 102F,2,Household is deprived in one dimension,278
E01032489,Leeds 102F,3,Household is deprived in two dimensions,118
E01032489,Leeds 102F,4,Household is deprived in three dimensions,30
E01032489,Leeds 102F,5,Household is deprived in four dimensions,5
E01032490,Leeds 102G,-8,Does not apply,0
E01032490,Leeds 102G,1,Household is not deprived in any dimension,342
E01032490,Leeds 102G,2,Household is deprived in one dimension,165
E01032490,Leeds 102G,3,Household is deprived in two dimensions,56
E01032490,Leeds 102G,4,Household is deprived in three dimensions,14
E01032490,Leeds 102G,5,Household is deprived in four dimensions,0
E01032491,Leeds 102H,-8,Does not apply,0
E01032491,Leeds 102H,1,Household is not deprived in any dimension,298
E01032491,Leeds 102H,2,Household is deprived in one dimension,152
E01032491,Leeds 102H,3,Household is deprived in two dimensions,33
E01032491,Leeds 102H,4,Household is deprived in three dimensions,7
E01032491,Leeds 102H,5,Household is deprived in four dimensions,0
E01032492,Leeds 102I,-8,Does not apply,0
E01032492,Leeds 102I,1,Household is not deprived in any dimension,452
E01032492,Leeds 102I,2,Household is deprived in one dimension,357
E01032492,Leeds 102I,3,Household is deprived in two dimensions,182
E01032492,Leeds 102I,4,Household is deprived in three dimensions,70
E01032492,Leeds 102I,5,Household is deprived in four dimensions,5
E01032493,Leeds 033F,-8,Does not apply,0
E01032493,Leeds 033F,1,Household is not deprived in any dimension,387
E01032493,Leeds 033F,2,Household is deprived in one dimension,185
E01032493,Leeds 033F,3,Household is deprived in two dimensions,63
E01032493,Leeds 033F,4,Household is deprived in three dimensions,7
E01032493,Leeds 033F,5,Household is deprived in four dimensions,1
E01032494,Leeds 033G,-8,Does not apply,0
E01032494,Leeds 033G,1,Household is not deprived in any dimension,243
E01032494,Leeds 033G,2,Household is deprived in one dimension,293
E01032494,Leeds 033G,3,Household is deprived in two dimensions,139
E01032494,Leeds 033G,4,Household is deprived in three dimensions,40
E01032494,Leeds 033G,5,Household is deprived in four dimensions,5
E01032496,Leeds 105F,-8,Does not apply,0
E01032496,Leeds 105F,1,Household is not deprived in any dimension,512
E01032496,Leeds 105F,2,Household is deprived in one dimension,309
E01032496,Leeds 105F,3,Household is deprived in two dimensions,108
E01032496,Leeds 105F,4,Household is deprived in three dimensions,24
E01032496,Leeds 105F,5,Household is deprived in four dimensions,0
E01032497,Leeds 099E,-8,Does not apply,0
E01032497,Leeds 099E,1,Household is not deprived in any dimension,221
E01032497,Leeds 099E,2,Household is deprived in one dimension,219
E01032497,Leeds 099E,3,Household is deprived in two dimensions,136
E01032497,Leeds 099E,4,Household is deprived in three dimensions,54
E01032497,Leeds 099E,5,Household is deprived in four dimensions,4
E01032498,Leeds 099F,-8,Does not apply,0
E01032498,Leeds 099F,1,Household is not deprived in any dimension,307
E01032498,Leeds 099F,2,Household is deprived in one dimension,251
E01032498,Leeds 099F,3,Household is deprived in two dimensions,125
E01032498,Leeds 099F,4,Household is deprived in three dimensions,35
